pharmacy	'fɑrməsi	'fɑːməsɪ	n::药房；配药学，药剂学；制药业；一批备用药品::a shop or a part of a shop where medicines are prepared and sold	college of pharmacy::药学院；药剂学院¦pharmacy equipment::药房设备	an all-night pharmacy::通宵药店	n::药房；[药]配药学，药剂学；制药业；一批备用药品::dispensary, officina	n::pharmacist:: 药剂师¦n::pharmacopoeia:: 药典，处方书；一批备用药品¦n::pharmaceutics:: 制药学；配药学		 pharma(药； 毒) + cy → 药店； 药剂学			
interest	'ɪntrəst	'ɪnt(ə)rɪst	n::兴趣，爱好；利息；趣味；同行::if you have an interest in something or someone, you want to know or learn more about them¦v::使……感兴趣；引起……的关心；使……参与::to make someone want to pay attention to something and find out more about it	interest in::对…有兴趣¦of interest::有…兴趣；权益的转易¦interest rate::[经]利率¦public interest::公共利益¦no interest::没兴趣；免付利息¦with interest::有兴趣地；付利息地¦common interest::共同利益¦strong interest::专注¦in the interest of::adv. 为了；为了...的利益¦economic interest::经济利益¦personal interest::个人利益；个人兴趣爱好¦loan interest::贷款利息¦special interest::特殊兴趣¦conflict of interest::利益冲突；公职人员对公众义务与其本身利益相冲突¦keen interest::强烈的兴趣¦interest rate risk::利率风险¦high interest::高利¦have no interest::不感冒¦general interest::一般利益；一般娱乐；大众兴趣¦places of interest::名胜古迹	I watched the first few episodes, but soon lost interest.::我看了前几集，但很快就失去了兴趣。¦The last round of bidding aroused considerable interest.::最后一轮竞价引起人们相当大的兴趣。¦Our survey reveals a disturbing lack of interest in teacher training.::我们的调查显示人们对教师培训失去了兴趣，这很令人不安。¦I read your article with great interest.::我兴致勃勃地拜读了您的文章。	n::兴趣，爱好；[金融]利息；趣味；同行::like, fond of	adj::interesting:: 有趣的；引起兴趣的，令人关注的¦adj::interested:: 感兴趣的；有权益的；有成见的¦adv::interestingly:: 有趣地¦v::interested:: 使…感兴趣（interest的过去分词）					
adopt	ə'dɑpt	ə'dɒpt	v::采取；接受；收养；正式通过::to take someone else’s child into your home and legally become its parent	adopt various methods::采取不同办法	Sally was adopted when she was four.::莎莉四岁时被人收养。¦The couple are unable to have children of their own, but hope to adopt.::那对夫妇自己无法生育，但希望领养孩子。	vt::采取；接受；收养；正式通过::assume, take in sth	adj::adopted:: 被收养的；被采用的¦adj::adoptive:: 采用的；有收养关系的¦adj::adoptable:: 可采用的；可收养的¦n::adoption:: 采用；收养；接受¦n::adopter:: 养父母；[化工] 接受管¦n::adoptee:: 被收养者；被立嗣者¦v::adopted:: 采用；接受（adopt的过去式和过去分词）		 ad(向) + opt(选择) → 通过选择采纳 → 采纳			
hunt	hʌnt	hʌnt	v::打猎；搜索::to hunt  foxes  as a sport, riding on horses and using dogs¦n::狩猎；搜寻::an occasion when people chase animals in order to kill or catch them	hunt for::搜寻，寻找¦hunt down::穷追直至抓获¦in the hunt::[美国俚语]有机会¦easter egg hunt::寻找复活节彩蛋活动¦treasure hunt::寻宝游戏；寻找珍宝¦hunt up::搜寻；猎取¦scavenger hunt::寻物游戏（参加者在规定的时间内寻找指定的物品，以先找到者或先找到的队为胜）	A forensic team was hunting for clues.::法医小组正在搜寻线索。	vt::打猎；搜索::seek, beat for¦vi::打猎；搜寻::search, nose about¦n::狩猎；搜寻::search, shoot	adj::hunting:: 打猎的；振荡的¦adj::hunted:: 被捕猎的；受迫害的¦n::hunter:: 猎人；猎犬；搜寻者¦n::hunting:: 打猎；追逐；搜索¦n::huntress:: 女猎人¦v::hunting:: 狩猎；寻找（hunt的ing形式）；追捕¦v::hunted:: 狩猎；追捕（hunt的过去式）					
quantity	'kwɑntəti	'kwɒntɪtɪ	n::量，数量；大量；总量::an amount of something that can be counted or measured	quantity of::数量；流量¦large quantity::大量；大数量¦quality and quantity::质量和数量¦in quantity::大量¦quantity in::进货数量¦a large quantity of::adj. 大量的¦small quantity::小量，少量¦order quantity::订货量；订购量；订单数量¦quantity of heat::热量¦a great quantity of::（接可数或不可数）大量¦air quantity::气容量；通风量¦a small quantity of::少量的¦physical quantity::物理量¦quantities of::许多……¦production quantity::生产量¦quantity of information::信息的量¦heat quantity::热量¦quantity discount::数量折扣，大批量折扣¦electric quantity::电量¦an unknown quantity::难预测的事；未知量	Your work has improved in quantity and quality this term.::这学期你的作业在完成数量和质量上都有提高。	n::量，数量；大量；总量::lots of, wealth, ocean, volume, sea	adj::quantitative:: 定量的；量的，数量的¦adv::quantitatively:: 数量上；分量上¦n::quantifier:: [数][语] 量词；数量词；精于计算的人¦vi::quantify:: 量化；定量¦vt::quantify:: 量化；为…定量；确定数量					
photocopier	'fotokɑpɪɚ	'fəʊtəʊkɒpɪə	n::影印机；复印机::a machine that makes photographic copies of documents		The photocopier isn't printing well.::这台影印机影印效果不好。¦The mere rhythmic drone of a photocopier or the rumble from a hairdryer is enough to set her off.::即使是来自复印机的细微而有节律的嗡嗡声或吹风机的轰响都能让她无法自已。¦The company describes its process as a “human photocopier”.::该公司形容这种工序为“人体复印机。”	n::影印机；复印机::copier, manifdder	n::photocopy:: 复印件；影印¦vi::photocopy:: 影印，复印¦vt::photocopy:: 影印		 photo(照片， 摄影) + copier(复印机) → 复印机			
along	ə'lɔŋ	ə'lɒŋ	adv::一起；向前；来到::going forward¦prep::沿着；顺着::from one place on something such as a line, road, or edge towards the other end of it	along with::沿（顺）着；连同…一起；与…一道；随同…一起¦get along::（勉强）生活；进展；（使）前进；与…和睦相处¦all along::自始至终，一直¦go along::进行；支持；前进；赞同¦come along::v. 出现；一起来；陪伴；进步¦go along with::赞同；陪…一起去¦along on::见all along of [见all]¦right along::继续地¦along for the ride::沽名钓誉的；(在团体中)图虚名而不做工作的；逢场作戏；陪伴¦along there::在那个方向，朝那个方向¦along here::在这个方向，朝这个方向¦along of::见all along of [见all]	I was driving along, thinking about Chris.::我一边开车，一边想着克里斯。¦a group of children walking along in a line::排着队向前走的一群孩子	adv::一起；向前；来到::forth, together, to, ahead, front¦prep::沿着；顺着::down			 a + long(长的， 很长的) → 沿着很长的路向前走 → 沿着			
impeccable	ɪm'pɛkəbl	ɪm'pekəb(ə)l	adj::无瑕疵的；没有缺点的::without any faults and impossible to criticize		She has taught her children impeccable manners.::她把她的孩子教育得举止十分得体。¦a bar with impeccable service::服务无可挑剔的酒吧	adj::无瑕疵的；没有缺点的::stainless, flawless	adj::impecunious:: 没有钱的；贫穷的¦adj::impeccant:: 无罪过的；无缺点的¦n::impeccability:: 无缺点；无罪					
commission	kə'mɪʃən	kə'mɪʃ(ə)n	n::委员会；佣金；犯；委任；委任状::a group of people who have been given the official job of finding out about something or controlling something¦v::委任；使服役；委托制作::to formally ask someone to write an official report, produce a work of art for you etc	arbitration commission::[经]仲裁委员会¦on commission::抽取佣金；受托代销；被授权¦european commission::欧洲委员会¦planning commission::计划委员会；规划委员会¦military commission::特别军事法庭¦china banking regulatory commission::中国银行业监督管理委员会¦exchange commission::兑换佣金¦securities and exchange commission::（美）证券交易委员会¦out of commission::损坏的；退役的；不能使用的¦federal communications commission::联邦通信委员会¦royal commission::（英国）皇家专门调查委员会¦state development planning commission::国家发展计划委员会¦federal trade commission::联邦贸易委员会，联邦商务委员会（FTC）¦in commission::可使用；服现役中¦foreign trade arbitration commission::对外贸易仲裁委员会¦sales commission::销售佣金¦high commission::高级专员公署或辖区；特派使节的职位；特派使节团¦maritime arbitration commission::海事仲裁委员会¦electoral commission::选举委员会¦discipline inspection commission::纪委	The Government set up a commission to investigate allegations of police violence.::政府成立了一个委员会调查对警察施暴行为的指控。	n::委员会；[会计]佣金；犯；委任；委任状::council, soviet, brokerage, authorization¦vt::委任；使服役；委托制作::depute, authorise	adj::committed:: 坚定的；效忠的；承担义务的¦adj::commissioned:: 受委任的，受任命的；服役的，现役的¦n::commitment:: 承诺，保证；委托；承担义务；献身¦n::commissioner:: 理事；委员；行政长官；总裁¦v::committed:: 承诺；委托；干坏事；付诸（commit的过去分词）¦v::commissioned:: 委任（commission的过去分词）¦vt::commit:: 犯罪，做错事；把...交托给；指派…作战；使…承担义务		 com(表加强) + miss(送， 委派) + ion(名词后缀) → 送交给某人 → 委任			
cheerful	'tʃɪrfl	'tʃɪəfʊl; -f(ə)l	adj::快乐的；愉快的；高兴的::happy, or behaving in a way that shows you are happy		She’s feeling more cheerful today.::今天她高兴些了。¦I’m making a real effort to be cheerful despite everything.::尽管发生了这些事，我还是非常努力让自己保持愉快。	adj::快乐的；愉快的；高兴的::happy, pleased, glad, good, bright	adj::cheery:: 愉快的，活泼的¦adj::cheering:: 令人高兴的¦adv::cheerfully:: 高高兴兴地¦adv::cheerily:: 高兴地，兴高采烈地；快活地¦n::cheer:: 欢呼；愉快；心情；令人愉快的事¦n::cheerfulness:: 高兴；快活¦n::cheering:: 欢呼；喝彩¦v::cheering:: 欢呼（cheer的ing形式）¦vi::cheer:: 欢呼；感到高兴¦vt::cheer:: 欢呼；使高兴；为…加油		 cheer(欢快， 愉悦) + ful → 使人感到愉快的			
alone	ə'lon	ə'ləʊn	adj::独自的；单独的；孤独的::if you are alone in a place, there is no one with you¦adv::独自地；单独地::Alone is also an adverb	let alone::更不必说；听任；不打扰¦all alone::独立地，独自地¦stand alone::孤立；独一无二¦alone with::与…一起¦live alone::独自生活；一个人住；单独居住¦left alone::不干涉，不管；放开¦feel alone::感到孤单¦go it alone::单干；独自过活¦go alone::一个人去；独自去¦travel alone::单独一人旅游¦leave alone::不打扰；不干涉；不管；不理¦alone with her::与她在一起（电影名称）	She lives alone .::她一个人生活。¦You shouldn’t leave a child alone in the house.::你不应该把小孩独自留在家里。¦My wife and I like to spend time alone together away from the kids.::我和妻子喜欢没有孩子打扰，过二人世界。¦She has lived alone in this house for almost five years now.::她现在已经独自在这所房子里住了差不多五年了。	adj::独自的；单独的；孤独的::independent, isolated, separate, sole¦adv::独自地；单独地::respectively, solely	n::aloneness:: 孤独感	accompanied	 a + lone(孤单的) → 单独的			
bureau	'bjʊro	'bjʊərəʊ	n::局，处；衣柜；办公桌::a government department or a part of a government department in the US	security bureau::安全局；保安局¦public security bureau::公安局¦bureau of statistics::统计局¦statistic bureau::统计局¦forestry bureau::林业局¦health bureau::卫生局¦political bureau::政治局¦national bureau of statistics::国家统计局¦commercial bureau::商业局；商务局¦tax bureau::税务局¦industrial and commercial bureau::工商局¦commodity inspection bureau::商品检验局¦bureau chief::n. 总编辑¦power supply bureau::供电局（所，机构）¦census bureau::人口统计局，人口调查局；人口普查局¦personnel bureau::人事局¦finance bureau::财政局；库务局¦federal bureau of investigation::n. （美）联邦调查局¦meteorological bureau::气象局¦weather bureau::气象局	the Federal Bureau of Investigation::联邦调查局	n::[管理]局，处；衣柜；[家具]办公桌::department, innings			法语词， 意为“办公室”			
supplier	sə'plaɪɚ	sə'plaɪə	n::供应厂商，供应国；供应者::a company or person that provides a particular product	power supplier::电源供应器¦supplier quality engineer::供应商质量工程师	...one of the country's biggest food suppliers.::…该国最大的食品供应商之一。	n::供应厂商，[贸易]供应国；供应者::provider	adj::supplying:: 供应的¦n::supply:: 供给，补给；供应品¦n::supplying:: 供应；补给¦v::supplying:: 供应；补充；代理（supply的ing形式）¦vi::supply:: 供给；替代¦vt::supply:: 供给，提供；补充					
responsibility	rɪˌspɑːnsəˈbɪləti	rɪˌspɒnsəˈbɪlətɪ	n::责任，职责；义务::a duty to be in charge of someone or something, so that you make decisions and can be blamed if something bad happens	responsibility for::责任；负责¦sense of responsibility::责任感，责任心¦social responsibility::社会责任¦responsibility system::责任制¦take responsibility::承担责任¦legal responsibility::法律责任¦take responsibility for::对…负责¦criminal responsibility::刑事责任¦corporate social responsibility::企业的社会责任¦personal responsibility::个人责任；人事责任¦assume responsibility::承担责任¦with responsibility for::adv. 负责¦joint responsibility::连带责任¦corporate responsibility::公司责任；共同责任¦responsibility accounting::责任会计；权责单位会计制¦financial responsibility::经济责任；支付能力¦bear responsibility for::对…负有责任¦responsibility center::责任中心¦general manager responsibility system::总经理负责制¦share responsibility::分担责任；共同负责	Kelly’s promotion means more money and more responsibility.::凯利获得提升，这意味着钱多了，责任也更大了。		adj::responsible:: 负责的，可靠的；有责任的¦adv::responsibly:: 负责地，可信赖地¦n::respond:: 应答；唱和¦vi::respond:: 回答；作出反应；承担责任¦vt::respond:: 以…回答		 responsib(le)(有责任的) + ility → 责任心			
copy	'kɑpi	'kɒpɪ	v::复制；复印；抄袭::to deliberately make or produce something that is exactly like another thing¦n::副本；一册；摹仿::something that is made to be exactly like another thing	a copy of::一份，一本¦original copy::原本，正本¦hard copy::硬拷贝；复印件¦copy paper::复印纸；拷贝纸¦copy from::vt. 临摹；仿效¦certified copy::经核证的副本¦copy with::应付¦true copy::[经]准确副本¦copy right::版权；复制权¦complimentary copy::(出版社赠送给作者、读者、书评家等的)赠送本¦backup copy::副本；备份件¦copy number::拷贝数，复写数¦file copy::档案复制，拷贝文件；存档原件¦photo copy::图片复印¦carbon copy::复写本，副本¦duplicate copy::副本；复制本¦advance copy::新书样本¦copy protection::复制保护¦master copy::原本；原版拷贝；原版磁带¦copy down::抄下来，记下来	Could you copy this letter and send it out, please?::你能把这封信复印一份发出去吗？¦To copy a file, press F3.::拷贝文件按F3键。	vi::[印刷][计]复制；复印；抄袭::to duplicate, print off¦vt::[印刷][计]复制；复印；抄袭::repeat, lift¦n::[印刷]副本；一册；摹仿::repeat, counterpart	adj::copied:: 复制的；已复制的¦n::copying:: 复制；誊写；仿形切削¦n::copyist:: 抄写员；抄袭者¦v::copied:: 复制，复印（copy的过去分词）¦v::copying:: 复制；抄写（copy的现在分词）					
template	'tɛmplet	'templeɪt; -plɪt	n::模板，样板::a thin sheet of plastic or metal in a special shape or pattern, used to help cut other materials in a similar shape	template matching::模板匹配¦template method::模板方法，样版方法¦document template::[计]文档模板¦template argument::模板实参；范本自变量；模板参数	Open any of the layout templates, insert your text, make any other changes, and print.::打开任何一个设计模板，插入你的文本，做任何其他改动，然后打印。	n::模板，样板::former, moulding board	n::templet:: 模板（等于template）；样板					
integrate	'ɪntɪɡret	'ɪntɪgreɪt	v::使…完整；使…成整体；求…的积分；表示…的总和::to become part of a group or society and be accepted by them, or to help someone do this（¦adj::整合的；完全的::¦n::一体化；集成体::	integrate with::使与…结合¦integrate into::成为一体，融入；使…并入¦integrate circuit::集成电路	The Marine Corps was the last service to integrate.::美国海军陆战队是最后合并的部队。	vi::求积分；取消隔离；成为一体::become one flesh¦adj::整合的；完全的::complete, absolute, full, total, round¦n::一体化；集成体::gleichschaltung	adj::integral:: 积分的；完整的，整体的¦adj::integrated:: 综合的；完整的；互相协调的¦adj::integrative:: 综合的¦adv::integrally:: 完整地，整体地；固有地¦n::integrity:: 完整；正直；诚实；廉正¦n::integration:: 集成；综合¦n::integral:: 积分；部分；完整¦n::integer:: [数] 整数；整体；完整的事物¦n::integrator:: [自] 积分器；[电子] 积分电路；整合之人¦n::integrality:: 完整性；不可欠缺¦n::integrationist:: 主张取消种族隔离的人¦v::integrated:: 整合；使…成整体（integrate的过去分词）		 in + tegr(触摸) + ate(使) → 不被触摸 → (使)成为一体			
adequate	ˈædɪkwət	'ædɪkwət	adj::充足的；适当的；胜任的::enough in quantity or of a good enough quality for a particular purpose	adequate for::胜任……的；对……是足够的；适合……的¦adequate consideration::充分考虑；适当约因¦adequate preparation::充分准备¦adequate housing::适当居所¦adequate and systematic service::配套服务	Farmers have been slow to make adequate provision for their retirement.::农民们迟迟没有为退休做好适当安排。¦Some creams we tested failed to give adequate protection against UV light.::我们检测的有些防晒霜不能提供足够的防紫外线保护。¦The standard of his work is barely adequate .::他的工作水准勉强合格。¦The company has yet to provide an adequate explanation for its actions.::该公司对其行动仍未作出充分解释。	adj::充足的；适当的；胜任的::suitable, competent, appropriate, proper, becoming	adv::adequately:: 充分地；足够地；适当地¦n::adequacy:: 足够；适当；妥善性		 ad(表加强) + equ(平等) + ate(…的) → 强于平等的 → 充足的			
attendance	ə'tɛndəns	ə'tend(ə)ns	n::出席；到场；出席人数；考勤::the number of people who attend a game, concert, meeting etc	attendance at::出席¦in attendance::出席；值班；负责¦attendance record::考勤记录¦school attendance::就学；就读；上课出勤¦attendance rate::出勤率¦check on work attendance::考勤	We have an average attendance of 4,000 fans per game.::每场比赛平均有4,000名球迷来观战。¦Last year’s fair saw attendance figures of 32,000.::去年的交易会有3.2万人参加。	n::出席；到场；出席人数::presence	adj::attendant:: 伴随的；侍候的¦n::attendant:: 服务员，侍者；随员，陪从¦n::attendee:: 出席者；在场者¦n::attender:: 出席者；按规定常到的人；常客¦vi::attend:: 出席；致力于；照料；照顾¦vt::attend:: 出席；上（大学等）；照料；招待；陪伴					
feasible	'fizəbl	'fiːzɪb(ə)l	adj::可行的；可能的；可实行的::a plan, idea, or method that is feasible is possible and is likely to work	feasible solution::可行解释；适宜解¦feasible region::[化]可行域；[计]可行区域；[经]可行性区域¦economically feasible::经济上可行的，经济上合算	a feasible solution::可行的解决方法	adj::可行的；可能的；可实行的::possible, working, potential, viable	n::feasibility:: 可行性；可能性					
pitfall	'pɪt'fɔl	'pɪtfɔːl	n::陷阱，圈套；缺陷；诱惑::a problem or difficulty that is likely to happen in a particular job, course of action, or activity		the pitfalls associated with the purchase of a used car::购买旧车时可能遇到的圈套	n::陷阱，圈套；缺陷；诱惑::deficiency, defect, trap, web, mesh			 pit(坑) + fall(落下) → 掉进坑里 → 陷阱			
inconsiderate	,ɪnkən'sɪdərət	ɪnkən'sɪd(ə)rət	adj::轻率的；不顾别人的；无谋得::If you accuse someone of being inconsiderate, you mean that they do not take enough care over how their words or actions will affect other people		It's a bit inconsiderate of her not to let you know when she expects to arrive.::她不让你知道她什么时候会到，这样做有些不体谅人。	adj::轻率的；不顾别人的；无谋得::hasty, thoughtless	adv::inconsiderately:: 不替别人考虑地；考虑不周地；轻率地¦n::inconsiderateness:: 不顾及他人；考虑不周；粗心		 in(不) + consider(考虑) + ate(…的) → 不顾及别人的			
postcode	'post'kod	'pəʊs(t)kəʊd	n::（英）邮政编码；邮区号::a group of numbers and letters that you write at the end of an address on an envelope, package etc. The postcode shows the exact area where someone lives and helps the post office deliver the post more quickly.		Type your street address and postcode.::键入你的街道地址和邮政编码。	n::（英）邮政编码；邮区号::zip code, postal code	adj::postal:: 邮政的；邮局的¦n::postal:: 明信片					
convince	kən'vɪns	kən'vɪns	v::说服；使确信，使信服::to make someone feel certain that something is true		Her arguments didn’t convince everyone, but changes were made.::她的论点不能说服每个人，但还是引起了一些变化。	vt::说服；使确信，使信服::assure, reason, satisfy, argue	adj::convinced:: 确信的；深信的¦adj::convincing:: 令人信服的；有说服力的¦adj::convincible:: 可使信服的；可说服的¦adv::convincingly:: 令人信服地；有说服力地¦v::convinced:: 使确信（convince的过去分词）；说服¦v::convincing:: 使相信；使明白（convince的现在分词）		 con(完全) + vinc(征服) + e → 完全征服 → 使信服， 说服			
obey	ə'be	ə(ʊ)'beɪ	v::服从，听从；按照……行动::to do what someone in authority tells you to do, or what a law or rule says you must do¦n::(Obey)人名；(英、法)奥贝::	obey the order::听从命令	The little boy made no effort to obey.::这小男孩不肯服从。¦‘Sit!’ he said, and the dog obeyed him instantly.::“坐下！”他说道，那只狗马上就服从了。	vt::服从，听从；按照……行动::be obedient to, subordinate to¦vi::服从，顺从；听话::comply, be obedient to			 行星要遵循(obey)一定的轨道(orbit)运行			
provable	'pru:vəbl		adj::可证明的；可以查清的::		Probe into the design principle of cipher systems irrelevant to computing power, design cipher systems with provable safety, and analyze the defects of existent cipher systems.::探索与计算能力无关的密码体制的设计原理，设计可证明安全性的密码体制，分析现有密码体制的缺陷。	adj::[数]可证明的；可以查清的::evincible, certifiable	adj::proved:: 证实的；被证明的¦adv::provably:: 证明地；可查验地；试验得出地¦n::provability:: 可证迷¦v::proved:: 证明；检验；表现出；钻探（prove的过去分词）¦vi::prove:: 证明是¦vt::prove:: 证明；检验；显示					
prerequisite	,pri'rɛkwəzɪt	priː'rekwɪzɪt	n::先决条件::something that is necessary before something else can happen or be done¦adj::首要必备的::		Good self-esteem is a prerequisite for a happy life.::良好的自尊心是幸福生活的先决条件。	n::先决条件::prior condition, pre-condition			 pre(预先) + requisite(必备的) → 预先必备的条件 → 先决条件			
fashionable	'fæʃnəbl	'fæʃ(ə)nəb(ə)l	adj::流行的；时髦的；上流社会的::popular, especially for a short period of time		Strong colours are very fashionable at the moment.::眼下流行艳丽的色彩。	adj::流行的；时髦的；上流社会的::popular, going, modern, ruling, epidemic	adv::fashionably:: 赶时髦地；按照流行地¦n::fashion:: 时尚；时装；样式；时髦人物¦n::fashionmonger:: 创流行的人；赶时髦的人¦vt::fashion:: 使用；改变；做成…的形状					
hamper	'hæmpɚ	'hæmpə	v::妨碍；束缚；使困累::to make it difficult for someone to do something¦n::食盒，食篮；阻碍物::		She tried to run, but was hampered by her heavy suitcase.::她想跑，但沉重的旅行箱拖累了她。¦An attempt to rescue the men has been hampered by bad weather.::对那几名男子的营救行动受到恶劣天气的阻碍。	vt::妨碍；束缚；使困累::let, chain, bound¦n::食盒，食篮；阻碍物::hindrance, incumbrance			 大篮子(hamper)里放着锤子(hammer)			
packer	'pækɚ	'pækə	n::包装机；包装工人；罐头食品工人，赶牲口运货的人::someone who works in a factory, putting things into containers		Norma Jones worked as a packer in a local chemical factory.::诺玛·琼斯在本地一家化工厂作包装工。	n::[包装]包装机；包装工人；罐头食品工人，赶牲口运货的人::packing machine, packaging machine	adj::package:: 一揽子的¦adj::packed:: （常用来构成复合词）充满…的，塞满了…的¦adj::packaged:: 包装过的¦adj::packable:: 可捆扎的；可打包的；可压紧的¦n::pack:: 包装；一群；背包；包裹；一副¦n::package:: 包，包裹；套装软件，[计] 程序包¦n::packing:: 包装；填充物¦n::packet:: 数据包，信息包；小包，小捆¦n::packaging:: 包装；包装业，包装风格¦v::packing:: 包装；装满；压紧（pack的ing形式）¦v::packaging:: 包装（package的ing形式）¦v::packed:: 包装（pack的过去分词）¦v::packaged:: 包装；把…装袋（package的过去式和过去分词）¦vi::pack:: 挤；包装货物；被包装；群集¦vt::pack:: 包装；压紧；捆扎；挑选；塞满¦vt::package:: 打包；将…包装¦vt::packet:: 包装，打包					
lot	lɑt	lɒt	n::份额；许多；命运；阄::a large amount or number¦adv::（与形容词和副词连用）很，非常；（与动词连用）非常::A lot means to a great extent or degree¦pron::大量，许多::a large amount or number¦v::分组，把…划分（常与out连用）；把（土地）划分成块::	a lot of::许多¦lots of::[口]许多；大量¦a lot of money::许多钱¦a lot more::更多；许多¦thanks a lot::多谢¦see a lot of::经常和…在一起；经常见到¦parking lot::n. 停车场¦quite a lot::adj. 很多，非常多¦a lot of fun::非常有意思；很大的乐趣¦lots and lots of::[口语]许多的，大量的¦a whole lot of::许多；一大堆¦quite a lot of::非常多，相当多；许多¦think a lot of::看重；对…高度评价¦lot on::v. 期待¦a whole lot::大批的¦one lot::一批货物¦lot size::批量¦a fat lot::[俚]几乎不；很少¦lot number::[工业管理]批号¦a lot of flowers::许多花	We’ve spent a lot on the children’s education.::我们在孩子的教育上花费甚多。¦‘How many CDs have you got?’ ‘Lots.’::“你有多少张CD？”“多着呢。”¦Matthew's out quite a lot doing his research.::马修经常出去做研究。¦I like you, a lot.::我非常喜欢你。	n::命运；一块地；一堆；抽签；份额::fate, destiny, fortune, portion, crowd¦vt::划分::plot, to divide¦vi::抽签；抓阄::draw straws, draw cuts¦adv::非常；相当::extremely, badly, highly, greatly, too						
packet	'pækɪt	'pækɪt	n::数据包，信息包；小包，小捆::a small flat package that is sent by post or delivered to someone¦vt::包装，打包::	data packet::[计]数据包¦packet switching::[通信]包交换技术¦packet radio::无线电分组交换网络¦ip packet::因特网数据包¦packet transmission::包传输；群发送；报文分组通信¦packet delay::包延迟；封包延迟；分组延迟¦wave packet::[物]波包；波群¦packet switch::[计]信息包交换¦pay packet::n. （附工资及工资单的）工资袋（等于pay envelope）；薪水¦buy a packet::[美国俚语]被击落；被杀¦packet switched network::分封交换网路；包交换网络；分组交换网络	Paul tore open the packet as soon as it arrived.::保罗一收到包裹就拆开了。	n::[计]数据包，信息包；[贸易]小包，小捆::parcel¦vt::包装，打包::encase, sheathe	adj::packed:: （常用来构成复合词）充满…的，塞满了…的¦adj::packaged:: 包装过的¦adj::packable:: 可捆扎的；可打包的；可压紧的¦n::packing:: 包装；填充物¦n::packaging:: 包装；包装业，包装风格¦n::packer:: 包装机；包装工人；罐头食品工人，赶牲口运货的人¦v::packing:: 包装；装满；压紧（pack的ing形式）¦v::packaging:: 包装（package的ing形式）¦v::packed:: 包装（pack的过去分词）¦v::packaged:: 包装；把…装袋（package的过去式和过去分词）		 pack(包) + et(小) → 小包， 小盒			
appraisal	ə'prezl	ə'preɪz(ə)l	n::评价；估价（尤指估价财产，以便征税）；估计::a statement or opinion judging the worth, value, or condition of something	performance appraisal::成绩评价，业绩评价¦real estate appraisal::房地产评估；不动产评估¦assets appraisal::资产评估¦project appraisal::项目评估¦appraisal report::评估报告；[经]估价报告¦land appraisal::土地评价，土地估价；土地鉴定¦investment appraisal::投资评估；投资评价¦resource appraisal::资源估价¦staff appraisal::员工评估	What is needed in such cases is a calm appraisal of the situation.::在此类情况下需要的是对形势的冷静估计。	n::评价；[经管]估价（尤指估价财产，以便征税）；[数]估计::evaluation, valuation, estimation, computation, assessment, calculation	n::appraiser:: 鉴定人，评价人；估价官¦v::appraising:: 鉴定；估价；评价¦vt::appraise:: 评价，鉴定；估价		 ap(表加强) + prais(e)(称赞) + al(表行为) → 称赞是一种好的评价 → 评价			
TT			abbr::电汇（Telegraphic Transfer）；总时间（Total Time）；技术术语（Technical Term）；经结核菌素试验的（Tuberculin Tested）::									
complex	kəm'plɛks; 'kɑm,plɛks	'kɒmpleks	adj::复杂的；合成的::consisting of many different parts and often difficult to understand¦n::复合体；综合设施::a large number of things which are closely related	complex system::复杂系统¦complex structure::复合结构；复结构；复数结构¦complex function::复值函数¦metal complex::金属络合物，金属络合盐；金属复合物¦petrochemical complex::石油化工总厂；石油化工（总）公司¦steel complex::钢铁联合企业¦complex variable::复变数¦inferiority complex::自卑情结；自卑感¦building complex::n. 综合建筑¦complex number::复数¦complex material::复合材料；合成材料¦complex analysis::n. 复分析；复变分析；复变函数论¦complex compound::络合物¦complex relation::n. 复合关系¦oedipus complex::[心理]恋母情结¦apartment complex::公寓大楼¦complex sentence::[语]复合句；复杂句¦complex reaction::复杂反应¦complex plane::复平面；高斯平面；复变量平面¦qrs complex::QRS波群	a complex system of highways::复杂的公路网¦Photosynthesis is a highly complex process.::光合作用是一个非常复杂的过程。¦Peter seemed to have an instant understanding of the most complex issues.::再复杂的问题彼得似乎也是一看就明白。¦It was a very complex relationship between two complex people.::这是两个复杂的人之间非常复杂的关系。	adj::复杂的；合成的::sophisticated, involved, synthetic, detailed, intricate	n::complexity:: 复杂，复杂性；复杂错综的事物	simple	 com + plex(重叠， 交叉) → 重叠交叉的 → 复合的			
